,stature,weightkg,chestcircumference,waistcircumference
1207,1657,597,841,799
1208,1655,665,998,895
1209,1502,505,826,740
1210,1653,749,953,927
1211,1633,756,1001,905
1212,1585,634,956,837
1213,1632,768,975,896
1214,1616,804,1019,968
1215,1670,762,971,941
1216,1632,526,890,698
1217,1648,653,834,785
1218,1576,726,1046,928
1219,1606,557,920,783
1220,1652,599,869,772
1221,1625,759,1003,970
1222,1598,607,955,880
1223,1618,669,1068,946
1224,1674,697,988,915
1225,1563,614,912,855
1226,1728,742,1027,881
1227,1590,671,995,855
1228,1636,577,834,825
1229,1655,803,972,939
1230,1707,634,928,837
1231,1676,681,891,822
1232,1633,734,998,895
1233,1607,672,983,803
1234,1618,662,919,911
1235,1708,703,916,822
1236,1735,709,920,790
1237,1715,586,855,700
1238,1570,493,923,727
1239,1642,733,988,849
1240,1788,996,1098,1174
1241,1600,648,913,837
1242,1675,729,936,835
1243,1634,902,1093,1114
1244,1576,754,1037,960
1245,1599,654,903,814
1246,1598,708,883,824
1247,1548,647,986,889
1248,1607,631,920,790
1249,1686,666,904,775
1250,1640,667,865,827
1251,1563,497,864,707
1252,1591,558,848,788
1253,1678,921,1097,982
1254,1670,695,937,804
1255,1529,563,947,847
1256,1616,603,860,757
1257,1620,647,959,860
1258,1510,642,945,827
1259,1626,701,1022,852
1260,1600,583,859,815
1261,1679,843,1076,966
1262,1600,696,1055,928
1263,1618,735,1072,906
1264,1629,470,863,729
1265,1651,608,901,775
1266,1596,515,791,742
1267,1654,717,983,882
1268,1776,889,1035,995
1269,1546,532,845,705
1270,1676,747,990,876
1271,1585,622,924,775
1272,1594,574,899,733
1273,1629,565,870,781
1274,1581,646,972,840
1275,1614,529,855,751
1276,1559,648,947,834
1277,1697,751,967,878
1278,1674,740,1026,879
1279,1692,758,1018,974
1280,1615,554,849,760
1281,1762,852,1045,964
1282,1573,814,986,1025
1283,1674,824,1064,966
1284,1531,503,874,761
1285,1505,607,964,905
1286,1700,692,858,851
1287,1539,640,992,903
1288,1620,650,885,820
1289,1712,580,828,719
1290,1554,601,927,810
1291,1598,601,821,728
1292,1612,664,968,845
1293,1707,703,857,806
1294,1611,616,922,764
1295,1599,654,967,854
1296,1569,589,848,747
1297,1663,524,864,656
1298,1666,706,962,886
1299,1659,676,837,801
1300,1543,623,965,895
1301,1571,628,931,916
1302,1618,503,795,681
1303,1610,599,910,790
1304,1512,508,786,680
1305,1555,520,785,725
1306,1729,831,1050,942
1307,1593,622,964,838
1308,1609,706,973,883
1309,1648,667,917,907
1310,1631,730,953,878
1311,1712,842,1032,980
1312,1541,549,799,794
1313,1663,609,864,754
1314,1614,670,990,844
1315,1598,711,1006,860
1316,1617,655,951,865
1317,1658,771,999,900
1318,1642,668,935,769
1319,1698,707,905,863
1320,1648,757,1045,936
1321,1756,857,990,866
1322,1651,678,922,842
1323,1634,630,893,819
1324,1709,745,882,794
1325,1686,564,828,746
1326,1645,721,1009,878
1327,1565,646,925,835
1328,1537,444,805,690
1329,1511,591,918,800
1330,1649,696,941,848
1331,1458,445,808,694
1332,1759,726,893,765
1333,1558,707,904,885
1334,1688,643,937,797
1335,1581,654,869,831
1336,1583,626,902,840
1337,1643,736,926,871
1338,1752,853,1031,955
1339,1600,750,948,936
1340,1618,797,1086,905
1341,1710,837,1053,1005
1342,1585,590,838,756
1343,1595,512,840,719
1344,1614,621,945,794
1345,1663,810,1058,967
1346,1617,614,915,846
1347,1596,544,853,738
1348,1602,603,875,790
1349,1694,792,1021,926
1350,1510,618,1015,853
1351,1534,603,995,886
1352,1634,885,1127,970
1353,1679,842,1038,1000
1354,1618,798,1011,956
1355,1658,634,908,840
1356,1643,561,870,749
1357,1652,774,992,905
1358,1615,730,988,847
1359,1674,850,1022,933
1360,1527,643,995,883
1361,1518,505,877,710
1362,1653,729,840,825
1363,1659,835,1035,866
1364,1570,463,807,668
1365,1570,802,1063,1121
1366,1653,951,1153,1121
1367,1712,582,815,680
1368,1519,703,999,863
1369,1702,1019,1145,1127
1370,1627,645,915,801
1371,1516,721,1065,942
1372,1583,661,1032,900
1373,1647,589,896,775
1374,1594,528,837,702
1375,1617,623,913,783
1376,1674,896,1188,1032
1377,1605,833,1030,981
1378,1649,916,1139,1090
1379,1603,677,869,780
1380,1620,535,773,726
1381,1584,712,1052,908
1382,1579,527,860,725
1383,1608,721,1045,933
1384,1656,589,932,781
1385,1639,731,953,867
1386,1630,620,854,771
1387,1615,695,1033,991
1388,1584,620,939,850
1389,1664,669,954,814
1390,1545,543,893,830
1391,1688,648,867,862
1392,1673,625,842,701
1393,1647,643,866,807
1394,1637,736,957,957
1395,1787,824,1036,922
1396,1503,701,992,895
1397,1562,699,1040,940
1398,1558,754,1021,912
1399,1576,647,946,818
1400,1628,666,961,830
1401,1748,831,1100,944
1402,1572,632,994,840
1403,1743,746,937,824
1404,1561,589,920,904
1405,1623,643,925,825
1406,1649,705,965,908
1407,1661,760,1074,901
1408,1668,680,976,847
1409,1722,695,941,842
1410,1674,868,1045,1077
1411,1663,653,902,770
1412,1543,804,1001,856
1413,1561,673,935,763
1414,1587,516,802,682
1415,1495,526,928,841
1416,1645,914,1129,1106
1417,1653,919,1061,1045
1418,1685,757,1005,993
1419,1569,717,1048,1017
1420,1656,738,915,851
1421,1672,769,920,860
1422,1622,692,932,785
1423,1664,609,894,765
1424,1636,596,854,737
1425,1666,740,1045,953
1426,1558,804,1056,973
1427,1674,934,1093,958
1428,1534,568,952,812
1429,1630,626,847,923
1430,1671,738,1005,878
1431,1789,808,968,816
1432,1553,624,852,831
1433,1673,775,1010,903
1434,1598,631,902,824
1435,1798,875,990,972
1436,1641,650,888,800
1437,1718,650,848,772
1438,1568,638,1001,925
1439,1652,642,923,840
1440,1676,698,954,829
1441,1595,831,1083,968
1442,1697,962,1053,1095
1443,1703,930,1167,1050
1444,1567,489,826,696
1445,1554,536,818,760
1446,1645,629,930,736
1447,1625,510,818,651
1448,1560,654,966,837
1449,1501,588,946,798
1450,1617,650,931,880
1451,1660,679,913,790
1452,1635,719,1053,1045
1453,1621,920,984,1033
1454,1596,618,920,757
1455,1649,712,951,885
1456,1590,643,921,893
1457,1630,793,935,968
1458,1505,575,903,930
1459,1590,686,979,837
1460,1613,688,882,840
1461,1620,778,981,900
1462,1687,765,1053,955
1463,1613,590,887,796
1464,1648,626,964,833
1465,1820,908,1016,891
1466,1613,500,863,656
1467,1719,688,978,808
1468,1543,567,926,803
1469,1674,622,913,807
1470,1662,707,981,865
1471,1612,685,945,876
1472,1605,571,836,723
1473,1560,846,1112,1056
1474,1664,618,814,711
1475,1662,672,943,780
1476,1620,692,924,778
1477,1567,469,764,637
1478,1689,674,873,790
1479,1576,529,845,718
1480,1596,644,861,840
1481,1684,819,1023,1026
1482,1702,683,908,817
1483,1745,582,852,689
1484,1599,532,861,764
1485,1628,703,985,858
1486,1651,807,1037,855
1487,1592,569,886,825
1488,1587,504,897,787
1489,1628,743,955,941
1490,1627,648,918,840
1491,1617,652,949,846
1492,1582,548,830,790
1493,1537,561,897,776
1494,1629,663,916,823
1495,1640,577,900,725
1496,1675,790,934,908
1497,1592,671,996,908
1498,1633,691,1020,942
1499,1733,773,919,863
1500,1610,622,893,733
1501,1566,620,943,852
1502,1639,691,990,898
1503,1580,626,885,879
1504,1557,587,873,751
1505,1683,694,913,864
1506,1597,647,930,779
1507,1598,621,883,884
1508,1613,698,956,940
1509,1649,656,835,769
1510,1672,602,847,757
1511,1713,743,891,784
1512,1641,744,1032,991
1513,1612,633,928,788
1514,1596,621,892,807
1515,1442,467,821,720
1516,1555,639,978,849
1517,1497,579,915,858
1518,1612,708,973,889
1519,1690,698,911,757
1520,1634,654,981,828
1521,1509,542,900,820
1522,1582,593,862,739
1523,1465,497,909,789
1524,1545,526,913,733
1525,1475,480,825,740
1526,1633,557,951,808
1527,1631,724,976,967
1528,1626,661,945,909
1529,1533,794,1057,962
1530,1553,572,904,834
1531,1752,785,946,948
1532,1618,676,976,848
1533,1634,530,887,721
1534,1689,777,991,865
1535,1534,524,877,793
1536,1629,601,900,731
1537,1628,559,893,750
1538,1603,530,845,744
1539,1547,578,880,780
1540,1585,644,1010,860
1541,1638,693,1016,900
1542,1754,849,1033,955
1543,1623,607,895,753
1544,1614,623,919,825
1545,1676,601,870,774
1546,1560,516,825,679
1547,1637,505,792,716
1548,1542,532,892,699
1549,1536,566,904,814
1550,1613,732,945,853
1551,1595,576,908,783
1552,1659,807,1005,860
1553,1564,622,895,750
1554,1686,726,1014,960
1555,1678,711,978,873
1556,1573,572,975,923
1557,1589,623,889,791
1558,1621,602,884,771
1559,1679,805,1135,983
1560,1598,561,914,787
1561,1713,520,766,657
1562,1550,578,880,781
1563,1583,580,834,740
1564,1540,612,834,819
1565,1541,585,936,805
1566,1622,875,1052,1010
1567,1793,773,1015,905
1568,1713,755,1026,920
1569,1603,678,1043,924
1570,1711,888,1062,1003
1571,1641,665,921,780
1572,1494,580,963,1003
1573,1672,665,1029,863
1574,1616,649,884,856
1575,1585,673,983,902
1576,1612,744,1065,1010
1577,1663,576,869,759
1578,1656,735,1004,893
1579,1598,636,940,844
1580,1545,432,770,665
1581,1634,747,1072,930
1582,1704,669,971,807
1583,1664,826,1100,957
1584,1522,578,873,868
1585,1646,637,907,782
1586,1557,758,1019,966
1587,1625,594,950,778
1588,1671,872,1143,980
1589,1535,693,970,850
1590,1591,500,903,670
1591,1567,567,916,745
1592,1540,589,868,826
1593,1573,640,987,860
1594,1637,683,942,797
1595,1604,566,908,706
1596,1740,632,881,730
1597,1563,591,882,743
1598,1773,760,907,805
1599,1672,664,966,912
1600,1564,658,931,853
1601,1600,710,968,847
1602,1586,551,830,726
1603,1566,593,883,795
1604,1683,661,959,837
1605,1613,658,910,816
1606,1572,634,940,814
1607,1584,480,869,693
1608,1706,660,900,798
1609,1620,601,887,807
1610,1640,546,807,778
1611,1711,1166,1266,1305
1612,1641,793,1042,919
1613,1567,454,791,611
1614,1629,499,814,698
1615,1479,358,695,615
1616,1663,700,912,859
1617,1749,770,934,887
1618,1592,649,984,911
1619,1591,550,887,733
1620,1710,875,1081,979
1621,1684,768,1012,968
1622,1625,763,1018,941
1623,1666,650,935,732
1624,1576,555,896,760
1625,1685,755,1036,905
1626,1629,548,850,715
1627,1637,705,926,878
1628,1597,548,888,788
1629,1676,763,967,903
1630,1672,784,1026,870
1631,1707,698,920,848
1632,1649,650,879,825
1633,1615,794,972,955
1634,1629,897,1157,1105
1635,1615,525,850,785
1636,1537,772,976,972
1637,1663,657,899,793
1638,1582,537,888,798
1639,1499,667,1010,955
1640,1771,833,1010,920
1641,1545,599,967,855
1642,1603,649,975,914
1643,1580,788,1066,938
1644,1608,752,1062,960
1645,1561,643,941,900
1646,1642,613,880,780
1647,1600,847,1027,935
1648,1591,687,953,890
1649,1697,697,997,821
1650,1691,602,870,793
1651,1563,631,956,775
1652,1598,952,1152,1034
1653,1631,513,795,664
1654,1648,694,937,907
1655,1496,509,826,768
1656,1522,520,878,672
1657,1769,889,1047,965
1658,1761,785,900,784
1659,1618,678,976,903
1660,1612,644,912,841
1661,1653,657,940,870
1662,1598,661,955,852
1663,1770,925,1130,993
1664,1566,611,1001,866
1665,1668,611,961,757
1666,1614,797,973,907
1667,1673,682,1021,853
1668,1588,489,840,779
1669,1534,669,1053,926
1670,1490,617,888,825
1671,1611,706,955,938
1672,1599,611,909,755
1673,1645,662,1001,867
1674,1571,532,910,784
1675,1657,616,933,753
1676,1641,737,974,914
1677,1710,657,947,826
1678,1674,671,986,875
1679,1561,831,1180,1095
1680,1664,866,1100,1076
1681,1743,1054,1101,1087
1682,1681,920,1080,1011
1683,1498,617,913,931
1684,1595,772,1026,888
1685,1771,777,1047,971
1686,1585,802,1113,1015
1687,1819,953,1080,995
1688,1683,870,1094,1067
1689,1686,730,974,853
1690,1703,877,1096,937
1691,1707,823,976,967
1692,1678,831,1078,1112
1693,1646,599,886,700
1694,1676,725,962,907
1695,1703,630,872,810
1696,1609,623,901,900
1697,1636,821,1100,935
1698,1625,624,910,858
1699,1615,567,883,790
1700,1603,675,1060,960
1701,1641,623,846,778
1702,1697,644,920,791
1703,1571,626,926,838
1704,1548,713,946,845
1705,1633,630,899,799
1706,1667,820,1032,922
1707,1584,762,1043,956
1708,1642,697,929,843
1709,1736,910,1098,1064
1710,1671,801,965,957
1711,1595,683,912,820
1712,1716,769,964,875
1713,1574,601,879,768
1714,1610,821,1054,1073
1715,1643,842,947,913
1716,1697,791,992,959
1717,1501,575,941,840
1718,1632,568,884,787
1719,1654,720,1015,893
1720,1571,521,787,706
1721,1596,689,1031,850
1722,1589,652,881,796
1723,1650,827,1131,1010
1724,1611,662,927,910
1725,1632,715,971,1013
1726,1729,973,1220,1046
1727,1533,450,800,650
1728,1611,504,793,720
1729,1650,577,848,747
1730,1473,562,932,867
1731,1700,728,941,810
1732,1692,722,940,807
1733,1611,560,826,738
1734,1734,824,990,920
1735,1692,825,1047,918
1736,1647,995,1071,1093
1737,1599,988,1222,1140
1738,1614,815,1102,1017
1739,1549,723,950,945
1740,1634,736,957,868
1741,1760,698,951,805
1742,1683,766,1026,944
1743,1618,651,900,814
1744,1565,518,800,735
1745,1592,549,868,814
1746,1636,576,862,787
1747,1538,583,914,808
1748,1648,670,883,822
1749,1645,631,936,801
1750,1623,627,880,842
1751,1611,676,941,844
1752,1602,534,872,747
1753,1670,748,1008,873
1754,1643,644,915,757
1755,1628,677,979,854
1756,1575,620,904,778
1757,1613,536,834,713
1758,1598,599,868,771
1759,1610,644,898,857
1760,1597,536,822,739
1761,1590,882,1086,972
1762,1688,646,930,840
1763,1502,662,936,878
1764,1593,698,915,788
1765,1607,677,1036,895
1766,1625,586,881,740
1767,1525,526,886,767
1768,1563,564,894,797
1769,1734,765,923,840
1770,1734,871,996,947
1771,1728,682,920,812
1772,1661,629,893,856
1773,1703,568,872,733
1774,1702,680,971,857
1775,1772,669,911,782
1776,1626,712,928,918
1777,1661,781,999,875
1778,1549,675,966,835
1779,1634,663,938,795
1780,1661,793,1016,967
1781,1564,604,946,902
1782,1664,732,1075,902
1783,1553,712,1044,986
1784,1700,722,909,840
1785,1542,610,926,827
1786,1743,817,987,975
1787,1623,799,980,905
1788,1590,602,845,770
1789,1604,584,882,737
1790,1627,601,872,752
1791,1718,834,1014,918
1792,1705,973,1173,957
1793,1561,557,857,686
1794,1661,553,803,782
1795,1620,526,841,700
1796,1660,614,857,690
1797,1697,894,1083,1034
1798,1699,893,1066,990
1799,1740,702,901,800
1800,1701,738,1030,879
1801,1707,601,900,727
1802,1560,782,998,991
1803,1483,442,780,647
1804,1587,476,802,678
1805,1579,642,907,846
1806,1659,737,940,850
1807,1684,776,972,851
1808,1593,620,900,770
1809,1589,646,953,843
1810,1683,697,945,856
1811,1704,724,953,795
1812,1736,697,1022,883
1813,1633,620,927,768
1814,1724,884,1013,857
1815,1487,712,1001,982
1816,1560,684,1018,915
1817,1561,623,978,920
1818,1618,614,930,816
1819,1604,551,930,667
1820,1658,1121,1141,1198
1821,1658,749,970,882
1822,1591,709,956,870
1823,1638,588,872,780
1824,1751,876,1003,1016
1825,1587,597,857,753
1826,1540,680,1044,937
1827,1576,707,1009,946
1828,1737,686,920,745
1829,1573,624,901,826
1830,1622,610,903,805
1831,1588,582,891,773
1832,1548,489,843,624
1833,1662,696,938,865
1834,1718,795,976,895
1835,1519,600,885,805
1836,1573,640,950,826
1837,1566,712,932,883
1838,1529,475,820,696
1839,1585,735,909,820
1840,1611,546,893,730
1841,1610,562,925,770
1842,1541,582,947,830
1843,1766,812,999,870
1844,1626,518,838,738
1845,1644,523,852,706
1846,1679,756,1023,865
1847,1743,674,912,812
1848,1658,552,825,670
1849,1610,690,1031,900
1850,1675,636,893,840
1851,1637,641,951,784
1852,1628,701,934,933
1853,1645,793,1004,978
1854,1595,660,957,883
1855,1731,931,1117,1032
1856,1567,661,960,912
1857,1628,510,780,672
1858,1688,686,916,877
1859,1706,839,1063,932
1860,1543,652,893,840
1861,1665,920,1102,1032
1862,1690,667,900,783
1863,1471,464,823,668
1864,1616,627,943,882
1865,1753,593,901,727
1866,1626,508,795,698
1867,1698,727,944,866
1868,1545,583,970,777
1869,1759,669,942,785
1870,1732,842,1041,1055
1871,1587,601,884,830
1872,1605,609,920,773
1873,1530,687,943,872
1874,1598,549,887,715
1875,1524,452,826,674
1876,1683,835,1055,1066
1877,1577,641,901,822
1878,1583,588,906,749
1879,1582,563,878,750
1880,1569,702,1016,895
1881,1651,779,1015,876
1882,1463,626,998,902
1883,1659,992,1198,1113
1884,1596,626,883,784
1885,1600,713,1050,903
1886,1557,528,872,715
1887,1565,552,896,783
1888,1525,622,962,827
1889,1613,612,863,860
1890,1674,529,814,727
1891,1614,748,996,923
1892,1558,582,898,815
1893,1774,790,942,907
1894,1633,618,922,785
1895,1611,716,992,1004
1896,1768,692,958,858
1897,1578,635,973,850
1898,1619,704,917,901
1899,1681,668,946,890
1900,1613,535,841,728
1901,1575,615,967,808
1902,1648,751,1018,918
1903,1590,546,867,690
1904,1609,695,973,905
1905,1625,773,990,919
1906,1676,751,1012,960
1907,1623,700,1040,945
1908,1612,502,829,735
1909,1720,717,984,866
1910,1567,644,910,935
1911,1770,1072,1203,1076
1912,1668,940,1196,1176
1913,1588,764,968,886
1914,1616,897,1140,1135
1915,1593,777,1091,974
1916,1572,497,870,721
1917,1674,662,913,837
1918,1652,696,1049,851
1919,1664,844,1071,996
1920,1691,647,910,852
1921,1657,780,1019,935
1922,1704,773,965,927
1923,1654,734,952,921
1924,1578,695,982,937
1925,1645,707,1035,872
1926,1631,936,1142,1025
1927,1561,857,1055,1106
1928,1516,573,914,767
1929,1749,676,930,823
1930,1715,855,1006,933
1931,1600,549,929,735
1932,1683,588,872,772
1933,1557,715,983,987
1934,1548,580,873,837
1935,1714,697,934,873
1936,1649,685,1006,803
1937,1528,586,907,804
1938,1596,842,1101,1055
1939,1658,909,1068,901
1940,1701,1047,1168,1172
1941,1683,663,896,791
1942,1634,766,1154,962
1943,1695,715,941,745
1944,1548,591,898,801
1945,1587,665,952,955
1946,1549,676,991,1032
1947,1606,792,1091,1042
1948,1508,652,1005,966
1949,1733,753,931,844
1950,1560,517,886,752
1951,1739,865,1060,954
1952,1629,732,952,857
1953,1609,741,923,840
1954,1740,906,1093,1090
1955,1678,845,943,960
1956,1545,631,974,830
1957,1809,898,1113,1003
1958,1764,970,1090,977
1959,1606,663,940,855
1960,1567,594,952,863
1961,1594,657,1059,917
1962,1587,786,1125,919
1963,1573,520,837,695
1964,1624,641,920,792
1965,1635,798,1037,1014
1966,1580,740,1021,906
1967,1691,641,935,795
1968,1656,803,1072,1012
1969,1615,714,1089,965
1970,1749,924,973,869
1971,1561,668,1042,903
1972,1674,678,925,817
1973,1721,577,865,681
1974,1704,687,1030,915
1975,1636,758,1038,870
1976,1583,652,1047,941
1977,1604,699,994,847
1978,1533,474,802,755
1979,1594,558,931,742
1980,1719,768,990,960
1981,1687,832,1082,1043
1982,1613,717,1016,971
1983,1644,762,1093,982
1984,1616,632,922,837
1985,1641,610,902,891
